1.000000000000000000e+00	1.196631578947368268e+02
1.010000000000000009e+00	1.196631578947368268e+02
1.020000000000000018e+00	1.196631578947368268e+02
1.030000000000000027e+00	1.196631578947368268e+02
1.040000000000000036e+00	1.196982456140350735e+02
1.050000000000000044e+00	1.196982456140350735e+02
1.060000000000000053e+00	1.197157894736841968e+02
1.070000000000000062e+00	1.197157894736841968e+02
1.080000000000000071e+00	1.197157894736841968e+02
1.090000000000000080e+00	1.195929824561403336e+02
1.100000000000000089e+00	1.195929824561403336e+02
1.110000000000000098e+00	1.195929824561403336e+02
1.120000000000000107e+00	1.195929824561403336e+02
1.130000000000000115e+00	1.195929824561403336e+02
1.140000000000000124e+00	1.195929824561403336e+02
1.150000000000000133e+00	1.195929824561403336e+02
1.160000000000000142e+00	1.196982456140350735e+02
1.170000000000000151e+00	1.196105263157894569e+02
1.180000000000000160e+00	1.196105263157894569e+02
1.190000000000000169e+00	1.196105263157894569e+02
1.200000000000000178e+00	1.196105263157894569e+02
1.210000000000000187e+00	1.196105263157894569e+02
1.220000000000000195e+00	1.196105263157894569e+02
1.230000000000000204e+00	1.196105263157894569e+02
1.240000000000000213e+00	1.196105263157894569e+02
1.250000000000000222e+00	1.196105263157894569e+02
1.260000000000000231e+00	1.186105263157894569e+02
1.270000000000000240e+00	1.186105263157894569e+02
1.280000000000000249e+00	1.186105263157894569e+02
1.290000000000000258e+00	1.186105263157894569e+02
1.300000000000000266e+00	1.186105263157894569e+02
1.310000000000000275e+00	1.185578947368420870e+02
1.320000000000000284e+00	1.185578947368420870e+02
1.330000000000000293e+00	1.186456140350877035e+02
1.340000000000000302e+00	1.185578947368420870e+02
1.350000000000000311e+00	1.185578947368420870e+02
1.360000000000000320e+00	1.185578947368420870e+02
1.370000000000000329e+00	1.186280701754385802e+02
1.380000000000000338e+00	1.206280701754385802e+02
1.390000000000000346e+00	1.206280701754385802e+02
1.400000000000000355e+00	1.206280701754385802e+02
1.410000000000000364e+00	1.206280701754385802e+02
1.420000000000000373e+00	1.206280701754385802e+02
1.430000000000000382e+00	1.206280701754385802e+02
1.440000000000000391e+00	1.196280701754385802e+02
1.450000000000000400e+00	1.196807017543859502e+02
1.460000000000000409e+00	1.196280701754385802e+02
1.470000000000000417e+00	1.196280701754385802e+02
1.480000000000000426e+00	1.216280701754385802e+02
1.490000000000000435e+00	1.216280701754385802e+02
