0.013, 0.496, 1.0, 1, 10
0.047, 0.479, 0.9, 1, 10
0.082, 0.439, 0.8, 1, 10
0.116, 0.419, 0.7, 1, 10
0.151, 0.377, 0.6, 1, 10
0.181, 0.374, 0.5, 1, 10
0.213, 0.350, 0.4, 1, 10
0.243, 0.351, 0.3, 1, 10
0.270, 0.362, 0.2, 1, 10
0.091, 0.834, 1.0, 2, 10
0.149, 0.768, 0.9, 2, 10
0.158, 0.723, 0.8, 2, 10
0.187, 0.672, 0.7, 2, 10
0.203, 0.623, 0.6, 2, 10
0.216, 0.582, 0.5, 2, 10
0.248, 0.528, 0.4, 2, 10
0.251, 0.478, 0.3, 2, 10
