390,-3.21863,-3.29076,-1.96598
390.1,-3.21037,-3.28234,-1.95809
390.2,-3.20213,-3.27393,-1.95019
390.3,-3.1939,-3.26552,-1.9423
390.4,-3.18567,-3.25712,-1.9344
390.5,-3.17746,-3.24872,-1.92651
390.6,-3.16925,-3.24033,-1.91862
390.7,-3.16105,-3.23195,-1.91072
390.8,-3.15287,-3.22357,-1.90283
390.9,-3.14469,-3.2152,-1.89494
391,-3.13652,-3.20684,-1.88705
391.1,-3.12837,-3.19849,-1.87916
391.2,-3.12022,-3.19014,-1.87127
391.3,-3.11208,-3.1818,-1.86339
391.4,-3.10396,-3.17347,-1.8555
391.5,-3.09585,-3.16515,-1.84762
391.6,-3.08774,-3.15684,-1.83974
391.7,-3.07965,-3.14853,-1.83186
391.8,-3.07157,-3.14024,-1.82399
391.9,-3.0635,-3.13195,-1.81612
392,-3.05545,-3.12367,-1.80825
392.1,-3.0474,-3.11541,-1.80038
392.2,-3.03937,-3.10715,-1.79252
392.3,-3.03135,-3.0989,-1.78466
392.4,-3.02335,-3.09066,-1.7768
392.5,-3.01535,-3.08244,-1.76895
392.6,-3.00737,-3.07422,-1.7611
392.7,-2.9994,-3.06602,-1.75325
392.8,-2.99145,-3.05783,-1.74541
392.9,-2.98351,-3.04965,-1.73758
393,-2.97558,-3.04148,-1.72974
393.1,-2.96767,-3.03332,-1.72192
393.2,-2.95977,-3.02517,-1.7141
393.3,-2.95189,-3.01704,-1.70628
393.4,-2.94402,-3.00892,-1.69847
393.5,-2.93616,-3.00081,-1.69066
393.6,-2.92832,-2.99272,-1.68286
393.7,-2.9205,-2.98464,-1.67507
393.8,-2.91269,-2.97657,-1.66728
393.9,-2.90489,-2.96851,-1.6595
394,-2.89711,-2.96047,-1.65172
394.1,-2.88935,-2.95245,-1.64395
394.2,-2.8816,-2.94444,-1.63619
394.3,-2.87387,-2.93644,-1.62844
394.4,-2.86616,-2.92846,-1.62069
394.5,-2.85846,-2.92049,-1.61295
